chembl_id,smiles,activity_type,activity_value,activity_units,pIC50,docking
CHEMBL1463540,O=c1n(Cc2ccc(Cl)cc2)c2sc3c(c2c2ncnn12)CCCC3,IC50,370.0,nM,6.43,-9.2
CHEMBL4067682,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4)c(F)c1,IC50,260.0,nM,6.58,-10.5
CHEMBL4099219,O=c1c2ccccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,5.6,nM,8.25,-10.9
CHEMBL4059555,O=c1c2ccccc2oc2c(Cc3ccc(O)cc3)[nH]c(-c3nccs3)c12,IC50,5.4,nM,8.27,-10.5
CHEMBL4065489,O=c1c2ccccc2oc2c(Cc3ccc(O)cc3)[nH]c(-c3cccnc3)c12,IC50,77.0,nM,7.11,-10.5
CHEMBL4084753,O=c1c2ccccc2oc2c(Cc3ccc(O)cc3)[nH]c(-c3ccncn3)c12,IC50,56.0,nM,7.25,-10.8
CHEMBL4099081,O=c1c2ccccc2oc2c(Cc3ccc(O)cc3)[nH]c(-c3ccccn3)c12,IC50,21.0,nM,7.68,-11.1
CHEMBL4069398,COC(=O)c1[nH]c(Cc2ccc(O)cc2)c2oc3ccccc3c(=O)c12,IC50,31.0,nM,7.51,-9.9
CHEMBL4070894,COc1ccc(CNc2c3c(nc4ccc(C#N)cc24)CCN(C)C3)cc1Cl,IC50,0.59,nM,9.23,-9.7
CHEMBL4083986,CCN1CCc2nc3ccc(C#N)cc3c(NCc3ccc(OC)c(Cl)c3)c2C1,IC50,0.19,nM,9.72,-9.4
CHEMBL4062273,COc1ccc(CNc2c3c(nc4ccc(C#N)cc24)CCN(C(C)=O)C3)cc1Cl,IC50,0.044,nM,10.36,-8.7
CHEMBL4100445,CC(=O)N1CCc2nc3ccc(C#N)cc3c(NCc3ccnc(Cl)c3)c2C1,IC50,57.0,nM,7.24,-9.6
CHEMBL4065036,CC(=O)N1CCc2nc3ccc(C#N)cc3c(NCc3ccc(F)c(Cl)c3)c2C1,IC50,1.5,nM,8.82,-9.5
CHEMBL4092717,COc1c(F)cc(CNc2c3c(nc4ccc(C#N)cc24)CCN(C(C)=O)C3)cc1Cl,IC50,0.32,nM,9.49,-9.3
CHEMBL4102913,COc1ccc(CNc2c3c(nc4ccc(C#N)cc24)CCNC3)cc1Cl,IC50,1.55,nM,8.81,-9.4
CHEMBL4084966,COc1ccc(CNc2c3c(nc4ccc(C)cc24)CCN(C(C)=O)C3)cc1Cl,IC50,110.0,nM,6.96,-9.1
CHEMBL4061516,COc1ccc2nc3c(c(NCc4ccc(OC)c(Cl)c4)c2c1)CN(C(C)=O)CC3,IC50,45.2,nM,7.34,-9.0
CHEMBL4072903,CCN1Cc2nc3ccc(C#N)cc3c(NCc3ccc(OC)c(Cl)c3)c2C1=O,IC50,0.059,nM,10.23,-9.2
CHEMBL4092040,CCN1Cc2nc3ccc(OC)cc3c(NCc3ccc(OC)c(Cl)c3)c2C1=O,IC50,3.8,nM,8.42,-9.1
CHEMBL4084285,CCN1Cc2nc3ccccc3c(NCc3ccc(OC)c(Cl)c3)c2C1=O,IC50,64.0,nM,7.19,-9.9
CHEMBL3769434,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]c12,IC50,8.9,nM,8.05,-8.1
CHEMBL4064344,CCC(NC(=O)N1CC(=O)Nc2cccnc21)c1ccc(OC(F)(F)F)cc1,IC50,9800.0,nM,5.01,-9.9
CHEMBL4100407,Cc1ccc2c(c1)C(=O)C(=O)N2C(=O)N(C)C,IC50,100000.0,nM,4.0,-8.0
CHEMBL4085450,O=C1C(=O)N(C(=O)c2ccccc2)c2ccc(CN3CCCCC3)cc21,IC50,50000.0,nM,4.3,-10.6
CHEMBL4094543,Cc1ccc2c(c1)CC(=O)N2C(=O)c1ccccc1,IC50,91200.0,nM,4.04,-9.1
CHEMBL4067881,O=C(O)CCC(=O)NCc1ccc2c(c1)CC(=O)N2C(=O)c1ccccc1,IC50,17600.0,nM,4.75,-10.3
CHEMBL4062800,COc1ccc(NCc2ccc3c(c2)C(=O)C(=O)N3C(=O)c2ccccc2)cc1,IC50,100000.0,nM,4.0,-11.4
CHEMBL4128481,COc1ccc2c(N[C@@H](C)Cc3cc(C)[nH]n3)ncnc2c1OC,IC50,54.3,nM,7.26,-9.6
CHEMBL4127641,COc1ccc2c(NC(C)Cc3cc(C)[nH]n3)ncnc2c1OC,IC50,30300.0,nM,4.52,-9.7
CHEMBL4062397,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)cc3)nc(CO)c2c(=O)[nH]1,IC50,2439.0,nM,5.61,-9.1
CHEMBL4212486,COCCNc1nc(Nc2ccc(C)cn2)c2ccccc2n1,IC50,251.19,nM,6.6,-9.8
CHEMBL4203247,CCOCCn1nc(C(=O)NC)c2nc(N3CCNCC3)nc(Nc3cc(C)ccn3)c21,IC50,0.5012,nM,9.3,-7.6
CHEMBL454606,CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,IC50,794.33,nM,6.1,-8.7
CHEMBL4208249,CCc1ccc([C@H]2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3ccccn3)cn2)o1,IC50,0.97,nM,9.01,-8.8
CHEMBL4205751,OCc1ccoc1-c1nccc2c1[nH]c1ccccc12,IC50,4900.0,nM,5.31,-10.2
CHEMBL501991,OCc1ccc(-c2nccc3c2[nH]c2ccccc23)o1,IC50,9300.0,nM,5.03,-10.1
CHEMBL4217579,CCc1ccc([C@@H]2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3ccccn3)cn2)o1,IC50,0.39,nM,9.41,-10.6
CHEMBL4204725,CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ncccn2)o1,IC50,3.14,nM,8.5,-8.6
CHEMBL4218398,CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ncccn2)s1,IC50,2.5,nM,8.6,-7.2
CHEMBL4209232,CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ccccn2)s1,IC50,2.85,nM,8.54,-7.6
CHEMBL4206390,CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(Br)cn2)s1,IC50,3.28,nM,8.48,-6.7
CHEMBL4212630,CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3ccccn3)cn2)o1,IC50,0.53,nM,9.28,-8.7
CHEMBL4208487,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(CC4CC(C(=O)NO)C4)ccc3OCC)nn12,IC50,5.0,nM,8.3,-10.6
CHEMBL4217821,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,48.0,nM,7.32,-10.8
CHEMBL4212866,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(CC(=O)NO)cc4)ccc3OCC)nc12,IC50,15.0,nM,7.82,-11.3
CHEMBL4204679,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)c(OC)c4)ccc3OCC)nc12,IC50,144.0,nM,6.84,-9.2
CHEMBL4216348,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4OC)ccc3OCC)nc12,IC50,47.0,nM,7.33,-10.5
CHEMBL4209025,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)c(F)c4)ccc3OCC)nc12,IC50,31.0,nM,7.51,-11.3
CHEMBL4204146,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4F)ccc3OCC)nc12,IC50,149.0,nM,6.83,-11.3
CHEMBL4212445,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(O)c4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,10.0,nM,8.0,-11.0
CHEMBL4207538,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(OC)c4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,20.0,nM,7.7,-9.0
CHEMBL4203481,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Nc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,2.0,nM,8.7,-10.9
CHEMBL4207836,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(OCc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,79.0,nM,7.1,-10.8
CHEMBL4214699,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)o4)ccc3OCC)nc12,IC50,3.0,nM,8.52,-10.8
CHEMBL4212186,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)s4)ccc3OCC)nc12,IC50,11.0,nM,7.96,-10.5
CHEMBL4217166,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(=O)c4ccc(C(=O)NO)s4)ccc3OCC)nc12,IC50,3.0,nM,8.52,-10.8
CHEMBL4216635,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,1.0,nM,9.0,-10.2
CHEMBL4204952,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(-c4ccc(CC(=O)NO)cc4)ccc3OCC)nc12,IC50,10.0,nM,8.0,-10.6
CHEMBL4202521,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)s4)ccc3OCC)nc12,IC50,7.0,nM,8.15,-9.5
CHEMBL4207409,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C4=CCC(C(=O)NO)CC4)ccc3OCC)nc12,IC50,27.0,nM,7.57,-10.9
CHEMBL4210653,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C4=CCC(CC(=O)NO)CC4)ccc3OCC)nc12,IC50,14.0,nM,7.85,-10.6
CHEMBL4205788,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C4CCC(C(=O)NO)CC4)ccc3OCC)nc12,IC50,146.0,nM,6.84,-10.1
CHEMBL4206296,CCCc1nn(C)c2c(=O)[nH]c(-c3cc([C@H]4CC[C@@H](C(=O)NO)CC4)ccc3OCC)nc12,IC50,53.0,nM,7.28,-9.5
CHEMBL4217999,CCCc1nn(C)c2c(=O)[nH]c(-c3cc([C@H]4CC[C@H](C(=O)NO)CC4)ccc3OCC)nc12,IC50,190.0,nM,6.72,-10.1
CHEMBL4218554,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N4CCC(C(=O)NO)CC4)ccc3OCC)nc12,IC50,36.0,nM,7.44,-9.2
CHEMBL4213615,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4)ccc3OCC)nn12,IC50,13.0,nM,7.89,-10.5
CHEMBL4214135,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)s4)ccc3OCC)nn12,IC50,3.0,nM,8.52,-10.3
CHEMBL4209220,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)cc4)ccc3OCC)nn12,IC50,2.0,nM,8.7,-10.2
CHEMBL4215845,O=c1c2c(O)cccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,1.05,nM,8.98,-10.5
CHEMBL4206520,COc1cccc2oc3c(Cc4ccc5c(c4)OCO5)[nH]c(-c4nccs4)c3c(=O)c12,IC50,4.38,nM,8.36,-10.5
CHEMBL4206819,O=c1c2c(F)cccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,1.41,nM,8.85,-10.8
CHEMBL4207041,O=c1c2cc(F)ccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,4.03,nM,8.39,-10.7
CHEMBL4214877,O=c1c2cc(F)cc(F)c2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,1.63,nM,8.79,-11.1
CHEMBL4210468,COc1ccc2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,IC50,2.64,nM,8.58,-10.2
CHEMBL4205598,O=c1c2ccc(F)cc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,2.38,nM,8.62,-11.0
CHEMBL4217826,CNc1cc(O)c2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,IC50,0.52,nM,9.28,-10.0
CHEMBL4218772,COCCNc1cc(O)c2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,IC50,0.32,nM,9.49,-9.3
CHEMBL4289780,CCNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc(CC)s2)n1,IC50,227.0,nM,6.64,-9.2
CHEMBL4291228,CCCCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(CC)s3)N2C1=O,IC50,36.4,nM,7.44,-8.4
CHEMBL4280648,CCCCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(CC)s3)N2C1=O,IC50,30.3,nM,7.52,-8.5
CHEMBL4281081,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CC)C(=O)N23)s1,IC50,7.02,nM,8.15,-8.6
CHEMBL4289291,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CC)C(=O)N23)o1,IC50,8.44,nM,8.07,-8.7
CHEMBL4279700,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CC)C(=O)N23)s1,IC50,155.0,nM,6.81,-6.5
CHEMBL4284224,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CC)C(=O)N23)o1,IC50,27.6,nM,7.56,-8.4
CHEMBL4293856,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC)C(=O)N23)s1,IC50,383.0,nM,6.42,-8.7
CHEMBL4288548,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC)C(=O)N23)o1,IC50,81.2,nM,7.09,-8.5
CHEMBL4285199,CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3sccc3C)N2C1=O,IC50,21.4,nM,7.67,-9.3
CHEMBL4277243,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC)C(=O)N23)s1,IC50,5.24,nM,8.28,-7.5
CHEMBL4281766,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC)C(=O)N23)o1,IC50,2.92,nM,8.54,-9.8
CHEMBL4292389,CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(C)o3)N2C1=O,IC50,10.5,nM,7.98,-9.6
CHEMBL4278311,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C)CC(=O)N23)s1,IC50,61.0,nM,7.21,-7.2
CHEMBL4283473,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C)CC(=O)N23)s1,IC50,19.9,nM,7.7,-8.6
CHEMBL4291310,CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C)CC(=O)N23)o1,IC50,56.4,nM,7.25,-9.1
CHEMBL4278056,Cc1ccsc1[C@H]1c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(C)CC(=O)N12,IC50,97.5,nM,7.01,-8.4
CHEMBL4287523,Cc1ccsc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(C)CC(=O)N12,IC50,50.2,nM,7.3,-6.5
CHEMBL4279614,CN1CC(=O)N2[C@H](c3sccc3Br)c3[nH]c4ccccc4c3C[C@@H]2C1=O,IC50,80.2,nM,7.1,-6.7
CHEMBL4286052,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(C)CC(=O)N23)s1,IC50,3.87,nM,8.41,-7.0
CHEMBL4278136,Cc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(C)CC(=O)N23)s1,IC50,8.68,nM,8.06,-7.1
CHEMBL4289471,CN1CC(=O)N2[C@H](c3ccc(Br)s3)c3[nH]c4ccccc4c3C[C@@H]2C1=O,IC50,7.2,nM,8.14,-7.1
CHEMBL4281590,CCc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(C)CC(=O)N23)o1,IC50,12.7,nM,7.9,-8.3
CHEMBL4279202,Cc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(C)CC(=O)N23)o1,IC50,36.9,nM,7.43,-7.2
CHEMBL4288752,c1ccc(CNc2ncnc3sc4c(c23)CCCCC4)cc1,IC50,190.0,nM,6.72,-10.5
CHEMBL4288354,CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Br)s3)N2C1=O,IC50,160.0,nM,6.8,-7.6
CHEMBL4288994,CCCCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc(OC)cc3)N2C1=O,IC50,8.0,nM,8.1,-8.1
CHEMBL4554391,Cc1nc2ccc(F)cc2nc1-c1cc2nc(N3CC[C@@H](F)C3)cc(NCC(C)(C)O)n2n1.Cl,IC50,437.0,nM,6.36,N/A
CHEMBL4552529,O=C([O-])C1CCN(c2ncc3c(NCc4ccc5c(c4)OCO5)c(Cl)ccc3n2)CC1.[Na+],IC50,3.9,nM,8.41,N/A
CHEMBL4580164,C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CC[C@H](F)C1,IC50,4010.0,nM,5.4,-9.7
CHEMBL4539785,CCCOc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,2.02,nM,8.7,-8.7
CHEMBL4440789,CCCOc1ccc(S(=O)(=O)NCCC(=O)O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.69,nM,8.77,-8.3
CHEMBL4522391,CCCOc1ccc(N)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,5.33,nM,8.27,-8.8
CHEMBL4559488,CCCOc1ccc(NC(=O)CC)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.21,nM,8.92,-9.3
CHEMBL4455533,CCCOc1ccc(NC(=O)[C@@H]2CCCN2C(C)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,0.54,nM,9.27,-8.2
CHEMBL4474634,CCCOc1ccc(NC(=O)C2CCN(C)CC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,0.79,nM,9.1,-10.2
CHEMBL4467125,CCCOc1ccc(NC(=O)CCCNC(C)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,0.92,nM,9.04,-10.2
CHEMBL4462192,CCCOc1ccc(NC(=O)CN2CCN(C)CC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,0.62,nM,9.21,-10.0
CHEMBL4572238,CCCOc1ccc(NC(=O)CN2CCCCC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.46,nM,8.84,-10.5
CHEMBL4455861,CCCOc1ccc(NC(N)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.61,nM,8.79,-9.0
CHEMBL4582221,CCCOc1ccc(NC(=O)N2CCCC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.86,nM,8.73,-9.8
CHEMBL4444940,CCCOc1ccc(NC(=O)C(N)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,0.83,nM,9.08,-9.5
CHEMBL4435186,CCCOc1ccc(NC(=O)C(=O)N2CCN(C)CC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.55,nM,8.81,-9.2
CHEMBL4483406,CCCOc1ccc(NS(C)(=O)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1,IC50,1.23,nM,8.91,-8.9
CHEMBL1236703,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12,IC50,110.0,nM,6.96,-8.6
CHEMBL3919436,O=C(O)c1ccc(-c2c(/C=C/c3ccc4ccccc4n3)nc3c(N4CCOCC4)ccnn23)cc1,IC50,5400.0,nM,5.27,-9.7
CHEMBL85139,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,IC50,1230.0,nM,5.91,-10.2
CHEMBL4636071,CCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O,IC50,1120.0,nM,5.95,-10.2
CHEMBL4633115,CCCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O,IC50,1700.0,nM,5.77,-9.7
CHEMBL4638436,CC(C)CCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O,IC50,610.0,nM,6.21,-9.8
CHEMBL4636060,CCCCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O,IC50,1120.0,nM,5.95,-9.5
CHEMBL312149,COc1ccc2c3c([nH]c2c1)-c1nc2ccccc2c(=O)n1CC3,IC50,22050.0,nM,4.66,-10.2
CHEMBL4642224,CCn1c2c(c3ccc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,11630.0,nM,4.93,-10.1
CHEMBL4635413,CCCn1c2c(c3ccc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,12120.0,nM,4.92,-9.7
CHEMBL4640216,COc1ccc2c3c(n(CCC(C)C)c2c1)-c1nc2ccccc2c(=O)n1CC3,IC50,6170.0,nM,5.21,-8.8
CHEMBL4634019,CCCCn1c2c(c3ccc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,9190.0,nM,5.04,-9.7
CHEMBL4643201,COc1cc(OC)c2c3c([nH]c2c1)-c1nc2ccccc2c(=O)n1CC3,IC50,45620.0,nM,4.34,-10.1
CHEMBL4649889,CCn1c2c(c3c(OC)cc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,47320.0,nM,4.33,-9.4
CHEMBL4639525,CCCn1c2c(c3c(OC)cc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,19760.0,nM,4.7,-9.3
CHEMBL4635055,COc1cc(OC)c2c3c(n(CCC(C)C)c2c1)-c1nc2ccccc2c(=O)n1CC3,IC50,18230.0,nM,4.74,-8.3
CHEMBL4635751,CCCCn1c2c(c3c(OC)cc(OC)cc31)CCn1c-2nc2ccccc2c1=O,IC50,20630.0,nM,4.69,-8.9
CHEMBL4638725,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cc(O)ccc12,IC50,1360.0,nM,5.87,-10.9
CHEMBL4635740,CCn1c2c(c3ccc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,970.0,nM,6.01,-10.0
CHEMBL4642482,CCCn1c2c(c3ccc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,1330.0,nM,5.88,-9.7
CHEMBL4642376,CC(C)CCn1c2c(c3ccc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,110.0,nM,6.96,-9.4
CHEMBL4643394,CCCCn1c2c(c3ccc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,630.0,nM,6.2,-9.3
CHEMBL4641767,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cc(O)cc(O)c12,IC50,790.0,nM,6.1,-9.9
CHEMBL4648832,CCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,970.0,nM,6.01,-9.8
CHEMBL4639873,CCCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,330.0,nM,6.48,-9.7
CHEMBL4641729,CC(C)CCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,36.0,nM,7.44,-9.1
CHEMBL4638267,CCCCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O,IC50,260.0,nM,6.58,-9.1
CHEMBL4783711,Nc1ncc(-c2ccc3c(c2)CC[C@@H]3C(=O)O)cc1-c1ccc(Cl)cc1,IC50,3400.0,nM,5.47,-11.2
CHEMBL4746566,CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,IC50,1900.0,nM,5.72,-10.6
CHEMBL4757017,COc1ccc(CNc2nc(N3CCC[C@@H]3CO)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,1200.0,nM,5.92,-9.7
CHEMBL3354264,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)OCc2ccccn2)cc1Cl,IC50,2100.0,nM,5.68,-9.8
CHEMBL3354284,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)N[C@H]2CC[C@H](O)CC2)cc1Cl,IC50,1800.0,nM,5.75,-9.2
CHEMBL3354266,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,2700.0,nM,5.57,-9.9
CHEMBL3354265,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)OCc2ncccn2)cc1Cl,IC50,4200.0,nM,5.38,-9.6
CHEMBL4790126,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)N[C@H]2CC[C@@H](O)CC2)cc1Cl,IC50,3500.0,nM,5.46,-10.1
CHEMBL3352836,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCCCO)cc1Cl,IC50,6600.0,nM,5.18,-8.5
CHEMBL4790060,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)Nc2ncccn2)cc1Cl,IC50,12000.0,nM,4.92,-10.4
CHEMBL3354272,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)NCCCCO)cc1Cl,IC50,12000.0,nM,4.92,-8.8
CHEMBL3354269,COCCCNC(=O)c1cnc(OCc2ccccn2)nc1NCc1ccc(OC)c(Cl)c1,IC50,15000.0,nM,4.82,-9.2
CHEMBL3354271,COc1ccc(CNc2nc(OCc3ccccn3)ncc2C(=O)NCCCO)cc1Cl,IC50,13000.0,nM,4.89,-8.8
CHEMBL4781808,COc1ccc(CNc2nc(N3CCCC[C@H]3CO)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,54000.0,nM,4.27,-8.7
CHEMBL4798650,COc1ccc(CNc2nc(N3CCCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,IC50,63000.0,nM,4.2,-8.6
CHEMBL3354274,COc1ccc(CNc2nc(N(C)CCO)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,32000.0,nM,4.5,-9.4
CHEMBL4747008,COc1ccc(CNc2nc(N3CCO[C@H](CO)C3)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,32000.0,nM,4.5,-8.6
CHEMBL3354276,COc1ccc(CNc2nc(N3CCC(O)CC3)ncc2C(=O)NCc2ccccn2)cc1Cl,IC50,59000.0,nM,4.23,-8.9
CHEMBL81925,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,IC50,2100.0,nM,5.68,-9.1
CHEMBL463165,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,IC50,1300.0,nM,5.89,-9.0
CHEMBL2171791,COc1cccc2c1C(=O)N1CCc3c([nH]c4ccccc34)C1N2C,IC50,340.0,nM,6.47,-9.4
CHEMBL4782533,COc1cccc2c1C(=O)N1CCc3c([nH]c4ccccc34)[C@H]1N2C,IC50,110.0,nM,6.96,-9.3
