chembl_id,smiles,activity_type,activity_value,activity_units,pIC50,docking
CHEMBL4760741,COc1cccc2c1C(=O)N1CCc3c([nH]c4ccccc34)[C@@H]1N2C,IC50,2600.0,nM,5.58,-8.7
CHEMBL2171794,CN1c2cccc(O)c2C(=O)N2CCc3c([nH]c4ccccc34)C21,IC50,1700.0,nM,5.77,-9.1
CHEMBL4758217,CN1c2cccc(O)c2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,IC50,420.0,nM,6.38,-8.5
CHEMBL4783742,COc1ccc2c3c([nH]c2c1)C1N(CC3)C(=O)c2c(OC)cccc2N1C,IC50,53.0,nM,7.28,-9.1
CHEMBL4745832,COc1ccc2c3c([nH]c2c1)[C@@H]1N(CC3)C(=O)c2c(OC)cccc2N1C,IC50,42.0,nM,7.38,-7.7
CHEMBL4794748,COc1cccc2c1C(=O)N1CCc3c([nH]c4cccc(OC)c34)[C@H]1N2C,IC50,35.0,nM,7.46,-8.5
CHEMBL4784075,CCCCCn1c(-c2ccco2)nc2c(NCCCOC)ccnc21,IC50,53480.0,nM,4.27,-7.5
CHEMBL4762789,OCCCNc1ccnc2c1nc(-c1ccco1)n2C1CCCC1,IC50,2710.0,nM,5.57,-8.5
CHEMBL4787162,CCCCCn1c(-c2ccco2)nc2c(N(C)CCCO)nccc21,IC50,2910.0,nM,5.54,-7.2
CHEMBL4858922,COc1ccc(C2CC(c3ccccc3O)=NN2c2ccc(C(=O)O)cc2)cc1,IC50,330.0,nM,6.48,-9.4
CHEMBL4846363,COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,IC50,2500.0,nM,5.6,-8.9
CHEMBL4851670,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(C(=O)O)cc2)cc1F,IC50,1190.0,nM,5.92,-8.7
CHEMBL4847766,COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)cc1F,IC50,590.0,nM,6.23,-7.7
CHEMBL4852697,COc1cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)ccc1F,IC50,10080.0,nM,5.0,-8.1
CHEMBL4847435,COc1ccc(C2C3Cc4ccccc4C3=NN2c2ccc(C(=O)O)cc2)cc1,IC50,1440.0,nM,5.84,-7.9
CHEMBL4848935,COc1ccc(C2C3COc4ccccc4C3=NN2c2ccc(C(=O)O)cc2)cc1,IC50,1160.0,nM,5.94,-7.5
CHEMBL4855088,CCNC(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc(OC)cc2)cc1,IC50,600.0,nM,6.22,-8.9
CHEMBL4861917,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)NCCO)cc2)cc1,IC50,340.0,nM,6.47,-9.1
CHEMBL4857957,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1,IC50,78.0,nM,7.11,-10.0
CHEMBL4874482,COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1,IC50,90.0,nM,7.05,-7.9
CHEMBL4872902,COc1c(F)cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,IC50,1.0,nM,9.0,-7.6
CHEMBL4871501,COc1cc(F)c(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,IC50,260.0,nM,6.58,-7.5
CHEMBL4867870,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)N3CCOCC3)cc2)cc1,IC50,29.0,nM,7.54,-9.5
CHEMBL4852714,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1,IC50,21.0,nM,7.68,-9.5
CHEMBL4869439,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,IC50,40.0,nM,7.4,-9.4
CHEMBL4863072,COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,IC50,20.0,nM,7.7,-8.0
CHEMBL4864616,COc1cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)ccc1F,IC50,1290.0,nM,5.89,-7.8
CHEMBL4879176,COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)c(F)c1F,IC50,4.0,nM,8.4,-7.7
CHEMBL4873599,Cc1nc2c([C@H](C)c3ccc(C(F)(F)F)c(F)c3)nn(CCO)c2c(=O)[nH]1,IC50,23000.0,nM,4.64,-9.7
CHEMBL4871796,Cc1nc2c([C@H](C)c3ccc(C(C)(C)C)cc3)nn(CCF)c2c(=O)[nH]1,IC50,21000.0,nM,4.68,-10.0
CHEMBL2204538,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,Ki,116.0,nM,6.94,-8.5
CHEMBL2180408,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,Ki,8500.0,nM,5.07,-8.9
CHEMBL5077120,C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CCC(Cl)CC1,IC50,1550.0,nM,5.81,-10.2
CHEMBL5075032,C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CC2(CC(F)C2)C1,IC50,3000.0,nM,5.52,-11.0
CHEMBL4217364,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(CC4CC(C(=O)NO)C4)ccc3OCC)nc12,IC50,60.0,nM,7.22,-10.8
CHEMBL5175729,O=C(CCc1ccccc1)O[C@@H]1c2oc(CCc3ccccc3)cc(=O)c2[C@H](O)[C@@H](O)[C@H]1O,IC50,15100.0,nM,4.82,-9.6
CHEMBL1189949,Clc1ccc2nc(-n3ccnc3)nc(NCc3ccccc3)c2c1,IC50,2.8,nM,8.55,-10.1
CHEMBL5194921,NS(=O)(=O)c1cccc(Nc2nc(NC3CCN(Cc4ccccc4)CC3)c3nc[nH]c3n2)c1,IC50,290.0,nM,6.54,-9.7
CHEMBL4445920,NS(=O)(=O)c1cccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)c1,IC50,100.0,nM,7.0,-10.2
CHEMBL5186856,CN1CCN(S(=O)(=O)c2cccc(Nc3nc(NCc4ccccc4)c4ccccc4n3)c2)CC1,IC50,500.0,nM,6.3,-10.9
CHEMBL5195499,CN1CCN(S(=O)(=O)c2cccc(Nc3nc(NCc4cccs4)c4ccccc4n3)c2)CC1,IC50,520.0,nM,6.28,-10.8
CHEMBL5203939,CN1CCN(S(=O)(=O)c2ccc(Nc3nc(NCc4ccccc4)c4ccccc4n3)cc2)CC1,IC50,490.0,nM,6.31,-10.7
CHEMBL5191104,CCCNc1nc(Nc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)nc2ccccc12,IC50,600.0,nM,6.22,-9.0
CHEMBL5194783,CCCNc1nc(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)nc2ccccc12,IC50,410.0,nM,6.39,-9.1
CHEMBL5184989,CC(C)CNc1nc(Nc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)nc2ccccc12,IC50,430.0,nM,6.37,-9.2
CHEMBL5187496,CC(C)CNc1nc(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)nc2ccccc12,IC50,360.0,nM,6.44,-9.6
CHEMBL5199387,CCCNc1nc(Nc2cccc(S(N)(=O)=O)c2)nc2cc(OC)c(OC)cc12,IC50,1440.0,nM,5.84,-9.3
CHEMBL5208363,COc1cc2nc(Nc3cccc(S(N)(=O)=O)c3)nc(NCC(C)C)c2cc1OC,IC50,5230.0,nM,5.28,-9.1
CHEMBL5171693,COc1cc2nc(Nc3ccc(S(N)(=O)=O)cc3)nc(NCC(C)C)c2cc1OC,IC50,3970.0,nM,5.4,-8.8
CHEMBL5188011,CN1CCN(S(=O)(=O)c2ccc(Nc3nc(NCc4ccccc4)c4ncn(C)c4n3)cc2)CC1,IC50,38370.0,nM,4.42,-10.3
CHEMBL5200266,CCCNc1nc(Nc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)nc2c1ncn2C,IC50,43160.0,nM,4.37,-9.2
CHEMBL5183757,CCCNc1nc(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)nc2c1ncn2C,IC50,18880.0,nM,4.72,-8.5
CHEMBL5193806,CC(C)CNc1nc(Nc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)nc2c1ncn2C,IC50,33260.0,nM,4.48,-9.0
CHEMBL5195857,CC(C)CNc1nc(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)nc2c1ncn2C,IC50,28540.0,nM,4.54,-8.5
CHEMBL5183230,Cn1cnc2c(NCc3ccccc3)nc(Nc3cccc(S(N)(=O)=O)c3)nc21,IC50,4460.0,nM,5.35,-9.2
CHEMBL5206939,Cn1cnc2c(NCc3ccccc3)nc(Nc3ccc(S(N)(=O)=O)cc3)nc21,IC50,23010.0,nM,4.64,-8.5
CHEMBL5177893,CN1CCN(S(=O)(=O)c2cccc(Nc3nc(NCc4ccccc4)c4nc[nH]c4n3)c2)CC1,IC50,2020.0,nM,5.7,-11.7
CHEMBL5200202,CC(C)N1CCC(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)nc3ccccc23)CC1,IC50,1030.0,nM,5.99,-9.5
CHEMBL5196307,CN(C)CCNc1nc(Nc2cccc(S(N)(=O)=O)c2)nc2ccccc12,IC50,9390.0,nM,5.03,-8.7
CHEMBL5193660,CN(C)CCNc1nc(Nc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)nc2ccccc12,IC50,5280.0,nM,5.28,-8.9
CHEMBL5178863,NS(=O)(=O)c1cccc(Nc2nc(NC3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1,IC50,220.0,nM,6.66,-9.6
CHEMBL5171560,CCn1c(=O)c2c(c3ccc(C)nc31)O[C@@](C)(CCO)C[C@H]2C=C(C)C,IC50,4250.0,nM,5.37,N/A
CHEMBL5220907,O=C(O)CCN1CC(=O)N2[C@H](CC3c4ccccc4NC3[C@H]2c2ccc(Br)cc2)C1=O,IC50,2.0,nM,8.7,-8.4
CHEMBL5276601,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(=O)CC4)ccc3OCC)nc12,IC50,0.8,nM,9.1,-9.2
CHEMBL5273541,CCN1CC(=O)N2[C@H](c3ccc(Cl)cc3)c3[nH]c4ccccc4c3C[C@@H]2C1=O,IC50,3.0,nM,8.52,-8.8
CHEMBL484928,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,IC50,62000.0,nM,4.21,-6.9
CHEMBL5270086,COc1ccc(CNc2c(CO)cnc3c(N4CC(F)C4)cc(C#N)cc23)cc1Cl,IC50,1.86,nM,8.73,-8.9
CHEMBL5288191,COc1nc2ccccc2cc1-c1nc2c(cnn2-c2ccc(Br)cc2)c(=O)[nH]1,IC50,1570.0,nM,5.8,-11.5
CHEMBL453066,COC(=O)c1cc2c(cn1)[nH]c1ccccc12,IC50,800.0,nM,6.1,-8.6
CHEMBL5277871,COc1cccc2c1C(=O)N1CCc3c([nH]c4cccc(OC)c34)[C@@H]1C2C,IC50,35.0,nM,7.46,-8.7
CHEMBL5278404,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(Cl)cc2)N1C(=O)CCl,IC50,2700.0,nM,5.57,-7.3
CHEMBL5277768,CCN1C(=O)C2Cc3c([nH]c4ccccc34)C(c3ccc(OC)cc3)N2C1=O,IC50,3.0,nM,8.52,-7.8
CHEMBL138504,CCCCN1C(=O)C2Cc3c([nH]c4ccccc34)C(c3ccc(OC)cc3)N2C1=O,IC50,3.0,nM,8.52,-8.0
CHEMBL5278072,COc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(C4CCCCC4)C(=O)N32)cc1,IC50,3.0,nM,8.52,-7.8
CHEMBL5267177,CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Cl)cc3)N2C1=O,IC50,330.0,nM,6.48,-7.5
CHEMBL5273091,CCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Br)s3)N2C1=O,IC50,170.0,nM,6.77,-8.9
CHEMBL5288423,CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Br)cc3)N2C1=O,IC50,40.0,nM,7.4,-7.7
CHEMBL5280799,C=CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(OC)cc3OC)N2C1=S,IC50,560.0,nM,6.25,-6.5
CHEMBL5269311,CCCCN1CC2Cc3c([nH]c4ccccc34)C(c3ccc4c(c3)OCO4)N2C1=O,IC50,60.0,nM,7.22,-8.1
CHEMBL5270380,CCCCN1CC2Cc3c([nH]c4ccccc34)C(c3ccc(OC)cc3)N2C1=O,IC50,60.0,nM,7.22,-7.8
CHEMBL5280474,CC(C)N1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,IC50,3.0,nM,8.52,-7.1
CHEMBL5276672,CCCCN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,IC50,3.0,nM,8.52,-6.5
CHEMBL5283996,CCCCN1CC(=O)N2[C@H](c3ccc(Br)cc3)c3[nH]c4ccccc4c3C[C@H]2C1=O,IC50,10.0,nM,8.0,-7.2
CHEMBL247073,COc1ccc(N2CC(=O)N3[C@H](c4ccc5c(c4)OCO5)c4[nH]c5ccccc5c4C[C@@H]3C2=O)cc1,IC50,16.0,nM,7.8,N/A
CHEMBL5273796,O=C1C2Cc3c([nH]c4ccccc34)C(c3ccc4c(c3)OCO4)N2C(=O)CN1Cc1ccccc1,IC50,3.0,nM,8.52,-9.9
CHEMBL5281736,O=C1C2Cc3c([nH]c4ccccc34)C(c3ccc4c(c3)OCO4)N2C(=O)CN1C1CCCCC1,IC50,3.0,nM,8.52,-6.8
CHEMBL5306577,CCC[C@H]1CNCc2c1[nH]c(=O)c(C#N)c2N1CCC2(CC1)CC2,IC50,2980.0,nM,5.53,-8.7
CHEMBL5402341,N#Cc1cc(C2CC2)c2ncc(CO)c(NCc3ccnc(Cl)c3)c2c1,IC50,820.0,nM,6.09,-9.2
CHEMBL5441029,Cn1ccc2cc(CNc3c(CO)cnc4c(C5CC5)cc(C#N)cc34)ccc21,IC50,2800.0,nM,5.55,-9.3
CHEMBL5415362,N#Cc1cc(C2CC2)c2ncc(CO)c(NCc3ccc4c(c3)OCO4)c2c1,IC50,190.0,nM,6.72,-9.7
CHEMBL5405608,COc1cc(CNc2c(CO)cnc3c(C4CC4)cc(C#N)cc23)cc(OC)c1OC,IC50,3400.0,nM,5.47,-7.8
CHEMBL5429143,[2H]C([2H])(Nc1c(CO)cnc2c(C3CC3)cc(C#N)cc12)c1ccc(OC)c(Cl)c1,IC50,5.0,nM,8.3,-8.9
CHEMBL5432484,COc1ncc(CNc2c(CO)cnc3c(C4CC4)cc(C#N)cc23)cc1Cl,IC50,30.0,nM,7.52,-8.8
CHEMBL5425752,CCOC(=O)c1cnc2c(C3CC3)cc(C#N)cc2c1NCc1ccc(OC)nc1,IC50,1300.0,nM,5.89,-8.3
CHEMBL5411220,COc1ccc(CNc2c(CO)cnc3c(C4CC4)cc(C#N)cc23)cn1,IC50,20.0,nM,7.7,-9.2
CHEMBL5420793,COc1cc(CNc2c(CO)cnc3c(C4CC4)cc(C#N)cc23)ccn1,IC50,180.0,nM,6.75,-8.6
CHEMBL5584027,CC(C)CC1C(=O)N(C)C(=O)c2nc[nH]c21,IC50,31700.0,nM,4.5,-7.1
CHEMBL307639,COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C,IC50,10000.0,nM,5.0,-7.4
CHEMBL7359,CNc1ncnc2c1ncn2Cc1ccccc1F,IC50,6500.0,nM,5.19,-8.9
CHEMBL5573991,CN1C(=O)c2[nH]c(CC3CCCC3)nc2C2CC3(CCCC3)N=C21,IC50,26.0,nM,7.58,-9.5
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,11.0,nM,7.96,-10.9
CHEMBL5639849,O=C(O)c1cc2nc(Cc3cccc(Cl)c3)[nH]c(=O)c2s1,IC50,4238.0,nM,5.37,-9.6
CHEMBL5646392,O=C(O)c1cc2c(=O)[nH]c(Cc3cccc(Cl)c3)nc2s1,IC50,15819.0,nM,4.8,-9.2
CHEMBL5647056,O=C(O)c1ccc2c(=O)[nH]c(Cc3cccc(Cl)c3)nc2c1,IC50,8210.0,nM,5.09,-11.0
CHEMBL5285855,C[C@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)c1ccc(Cl)cc1,IC50,366.0,nM,6.44,-11.3
CHEMBL4644938,C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)c1ccc(Cl)cc1,IC50,787.0,nM,6.1,-10.0
CHEMBL80713,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,IC50,230.0,nM,6.64,-8.1
CHEMBL5639763,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2cnn3C(C)C)cc1,IC50,120.0,nM,6.92,-8.2
CHEMBL5647232,COc1ccc(CNc2nc(N(CCO)CCO)nc3c2[nH]c(=O)n3C(C)C)cc1,IC50,40.0,nM,7.4,-8.1
CHEMBL19449,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,IC50,3510.0,nM,5.46,-8.2
CHEMBL5787262,NC1(C(F)(F)F)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc21,IC50,1200.0,nM,5.92,-10.7
CHEMBL5977241,CCOC(=O)C1(C)CC(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,IC50,490.0,nM,6.31,-9.5
CHEMBL5862302,O=C1Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc2C1(O)C(F)(F)C(F)(F)F,IC50,2400.0,nM,5.62,-9.4
CHEMBL6021165,NC1(C(F)(F)C(F)(F)F)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc21,IC50,1300.0,nM,5.89,-11.2
CHEMBL5970424,CC1(CC2CC2)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,260.0,nM,6.58,-8.1
CHEMBL6039988,C[C@]1(CC2CC2)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,350.0,nM,6.46,-10.4
CHEMBL6055672,C[C@@]1(CC2CC2)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,250.0,nM,6.6,-9.2
CHEMBL5931876,CCC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,340.0,nM,6.47,-9.8
CHEMBL5789818,CC[C@@]1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,200.0,nM,6.7,-9.1
CHEMBL5952996,CC[C@]1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,350.0,nM,6.46,-9.5
CHEMBL5805042,COc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)cc1,IC50,150.0,nM,6.82,-11.0
CHEMBL5910924,O=C1Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc2C12CCCC2,IC50,2000.0,nM,5.7,-10.4
CHEMBL6059124,Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)c(F)c1,IC50,15.0,nM,7.82,-11.6
CHEMBL6051402,COc1cccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)c1F,IC50,250.0,nM,6.6,-11.4
CHEMBL5927499,Cc1cccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)c1F,IC50,580.0,nM,6.24,-11.8
CHEMBL6010787,CCOCCC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,660.0,nM,6.18,-9.9
CHEMBL6043305,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(-c3ccn[nH]3)c21,IC50,40.0,nM,7.4,-9.2
CHEMBL5886432,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(C#CC3CC3)c21,IC50,410.0,nM,6.39,-9.7
CHEMBL5837320,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(CCC3CC3)c21,IC50,260.0,nM,6.58,-8.1
CHEMBL5906753,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(/C=C\C3CC3)c21,IC50,150.0,nM,6.82,-9.7
CHEMBL5902782,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4nc(C(F)(F)F)ccc34)nnc21,IC50,38.0,nM,7.42,-10.0
CHEMBL5927692,Cc1nc2c(cc1F)c(-c1ncc3c(n1)NC(=O)C3(C)C)nn2Cc1ccccc1F,IC50,920.0,nM,6.04,-11.8
CHEMBL5872271,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1ccccc1F,IC50,22.0,nM,7.66,-11.6
CHEMBL5962215,Cc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,130.0,nM,6.89,-8.4
CHEMBL5776293,C=CCCC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,IC50,140.0,nM,6.85,-10.0
CHEMBL6026505,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(CNS(C)(=O)=O)c21,IC50,48.0,nM,7.32,-8.7
CHEMBL5762294,CCOC(=O)C1C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,IC50,1500.0,nM,5.82,-10.3
CHEMBL5909520,CC1(CC(=O)O)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,IC50,3400.0,nM,5.47,-10.9
CHEMBL5906860,CCOC(=O)/C=C/c1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,215.0,nM,6.67,-8.3
CHEMBL5874002,C=CCC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nnc21,IC50,310.0,nM,6.51,-9.7
CHEMBL5903744,CC(C)Cc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,420.0,nM,6.38,-8.2
CHEMBL5893046,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(CCC(F)(F)F)c21,IC50,260.0,nM,6.58,-11.3
CHEMBL5986356,CCCc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,110.0,nM,6.96,-8.5
CHEMBL5973868,CCOC(=O)C1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc21,IC50,870.0,nM,6.06,-9.0
CHEMBL5786795,CC1(c2nncs2)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc21,IC50,1200.0,nM,5.92,-9.6
CHEMBL5800690,Cc1ncc(-c2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc3c2C(C)(C)C(=O)N3)s1,IC50,120.0,nM,6.92,-8.9
CHEMBL5863158,Cc1cc(-c2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc3c2C(C)(C)C(=O)N3)n(C)n1,IC50,690.0,nM,6.16,-9.6
CHEMBL5964880,CC(C)n1ccc(-c2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc3c2C(C)(C)C(=O)N3)n1,IC50,240.0,nM,6.62,-9.4
CHEMBL5983359,Cn1nccc1-c1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,250.0,nM,6.6,-10.4
CHEMBL5903617,Cn1c(C#N)ccc1-c1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,1300.0,nM,5.89,-8.8
CHEMBL5787529,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nc(CN)c21,IC50,870.0,nM,6.06,-9.1
CHEMBL6048755,COCCCc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,120.0,nM,6.92,-8.6
CHEMBL5973918,CC1(C(=O)NC2CC2)C(=O)Nc2nc(-c3nn(CCC(F)(F)F)c4ncccc34)ncc21,IC50,4000.0,nM,5.4,-8.9
CHEMBL5871683,C=CCC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,140.0,nM,6.85,-9.7
CHEMBL5943918,CC1(CC(=O)O)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncc(F)cc34)nnc21,IC50,3900.0,nM,5.41,-10.4
CHEMBL5908674,CCOC(=O)C#Cc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc2c1C(C)(C)C(=O)N2,IC50,41.0,nM,7.39,-8.6
CHEMBL6007572,CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(CC(N)=O)c21,IC50,15.0,nM,7.82,-9.3
CHEMBL5303462,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1cccc(F)c1F,IC50,5.0,nM,8.3,-11.0
CHEMBL5918831,Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)c(C)nc32)c(F)c1,IC50,1.5,nM,8.82,-11.8
CHEMBL5836809,Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3ccc(C)nc32)c(F)c1,IC50,2.0,nM,8.7,-11.5
CHEMBL6065876,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1ccc(F)cc1F,IC50,21.0,nM,7.68,-11.7
CHEMBL6063406,Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3ccc(F)cc3F)c2n1,IC50,34.0,nM,7.47,-11.4
CHEMBL5914462,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1ccc(Cl)cc1F,IC50,6.0,nM,8.22,-11.8
CHEMBL5778040,Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3ccc(Cl)cc3F)c2n1,IC50,4.5,nM,8.35,-11.5
CHEMBL6039786,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1c(F)ccc(F)c1F,IC50,27.0,nM,7.57,-10.7
CHEMBL5902191,Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3c(F)ccc(F)c3F)c2n1,IC50,21.0,nM,7.68,-9.9
CHEMBL5834057,Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1cccc(Cl)c1F,IC50,42.0,nM,7.38,-11.3
