chembl_id,smiles,activity_type,activity_value,activity_units,pIC50,docking
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,41.0,nM,7.39,-10.40
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,40.0,nM,7.4,-10.70
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,IC50,9300.0,nM,5.03,-9.20
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],Ki,24000.0,nM,4.62,-7.40
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,IC50,100.0,nM,7.0,-6.00
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,Ki,11000.0,nM,4.96,-6.10
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,Ki,3500.0,nM,5.46,-6.70
CHEMBL309625,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,IC50,60000.0,nM,4.22,-6.80
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,Ki,1000.0,nM,6.0,-6.20
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,IC50,8000.0,nM,5.1,-7.90
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,Ki,49000.0,nM,4.31,-6.20
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,14.0,nM,7.85,-8.50
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,IC50,1000.0,nM,6.0,-8.30
CHEMBL133024,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,100.0,nM,7.0,-8.30
CHEMBL344652,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,IC50,13350.0,nM,4.88,-8.00
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,IC50,2000.0,nM,5.7,-6.50
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,IC50,64.0,nM,7.19,-8.20
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,Ki,4500.0,nM,5.35,-6.40
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,IC50,508.0,nM,6.29,-8.40
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,IC50,210.0,nM,6.68,-10.80
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,IC50,1410.0,nM,5.85,-10.40
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,IC50,47000.0,nM,4.33,-6.50
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,IC50,8400.0,nM,5.08,-8.20
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,Ki,20000.0,nM,4.7,-5.80
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,Ki,10000.0,nM,5.0,-6.40
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,29.0,nM,7.54,-10.10
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,Ki,2200.0,nM,5.66,-6.10
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,3.38,nM,8.47,-8.10
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.78,nM,9.11,-8.20
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,Ki,24000.0,nM,4.62,-6.80
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,4.7,nM,8.33,-9.20
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,11.0,nM,7.96,-8.20
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,IC50,55000.0,nM,4.26,-7.80
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,IC50,1000.0,nM,6.0,-6.50
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,2.8,nM,8.55,-10.70
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,IC50,18.0,nM,7.75,-10.40
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,Ki,67000.0,nM,4.17,-5.70
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,IC50,200.0,nM,6.7,-8.40
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,39.0,nM,7.41,-8.40
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,IC50,482.0,nM,6.32,-8.30
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,IC50,800.0,nM,6.1,-6.80
CHEMBL309334,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,IC50,2500.0,nM,5.6,-6.50
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,410.0,nM,6.39,-10.00
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,38.0,nM,7.42,-8.10
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,IC50,335.0,nM,6.47,-8.60
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Ki,850.0,nM,6.07,-6.20
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,Ki,55000.0,nM,4.26,-6.20
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,IC50,180.0,nM,6.75,-9.70
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,IC50,24.0,nM,7.62,-8.20
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,71.0,nM,7.15,-8.50
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,IC50,25000.0,nM,4.6,-6.50
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,IC50,500.0,nM,6.3,-6.80
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,Ki,50000.0,nM,4.3,-6.00
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,IC50,56500.0,nM,4.25,-9.20
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,IC50,29100.0,nM,4.54,-9.10
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,4.2,nM,8.38,-7.90
CHEMBL52829,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,IC50,4.0,nM,8.4,-8.20
CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,IC50,380.0,nM,6.42,-7.90
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,3.3,nM,8.48,-8.80
CHEMBL51854,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,3.8,nM,8.42,-7.70
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,0.1,nM,10.0,-8.80
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,850.0,nM,6.07,-7.40
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,IC50,17.0,nM,7.77,-8.40
CHEMBL334334,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1,IC50,9000.0,nM,5.05,-7.90
CHEMBL111365,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,IC50,1300.0,nM,5.89,-8.60
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,IC50,4.3,nM,8.37,-8.30
CHEMBL132907,COC(=O)c1cc(NCc2ccccc2O)ccc1O,IC50,20000.0,nM,4.7,-7.60
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,1.5,nM,8.82,-8.60
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,IC50,2.9,nM,8.54,-8.40
CHEMBL106232,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,IC50,4500.0,nM,5.35,-9.20
CHEMBL327127,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,IC50,82.0,nM,7.09,-10.30
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,IC50,0.81,nM,9.09,-8.10
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,IC50,13.0,nM,7.89,-8.00
CHEMBL267019,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,IC50,2500.0,nM,5.6,-9.50
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.08,nM,10.1,-8.30
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.5,nM,9.3,-8.80
CHEMBL334697,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.17,nM,9.77,-7.80
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,2.7,nM,8.57,-8.60
CHEMBL53311,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,82.0,nM,7.09,-8.00
CHEMBL62176,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,IC50,1000.0,nM,6.0,-8.30
CHEMBL423159,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,IC50,21000.0,nM,4.68,-7.80
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,0.76,nM,9.12,-8.30
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,1.6,nM,8.8,-8.50
CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.55,nM,9.26,-8.60
CHEMBL53831,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,1.5,nM,8.82,-8.70
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,IC50,2.3,nM,8.64,-8.30
CHEMBL50027,Clc1ncc2ncnc(Nc3ccccc3)c2n1,IC50,2550.0,nM,5.59,-7.70
CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,IC50,0.04,nM,10.4,-8.80
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,2.7,nM,8.57,-8.40
CHEMBL321193,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,IC50,150.0,nM,6.82,-10.30
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,IC50,0.25,nM,9.6,-8.50
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,2.6,nM,8.59,-8.00
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.69,nM,9.16,-9.10
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1.2,nM,8.92,-9.30
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1.4,nM,8.85,-8.80
CHEMBL416307,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,IC50,3.0,nM,8.52,-8.80
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,600.0,nM,6.22,-8.40
CHEMBL336264,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.43,nM,9.37,-8.00
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,3.1,nM,8.51,-8.10
CHEMBL131653,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,600.0,nM,6.22,-7.70
CHEMBL268868,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,Ki,160.0,nM,6.8,-9.40
CHEMBL7775,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,IC50,8700.0,nM,5.06,-9.60
CHEMBL335440,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,93.5,nM,7.03,-8.30
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,IC50,220.0,nM,6.66,-9.90
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,IC50,2.3,nM,8.64,-8.40
CHEMBL129930,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,IC50,9500.0,nM,5.02,-7.60
CHEMBL113863,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,IC50,1000.0,nM,6.0,-9.10
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,0.1,nM,10.0,-7.30
CHEMBL92086,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1.2,nM,8.92,-8.50
CHEMBL109631,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,IC50,190.0,nM,6.72,-10.40
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,84.0,nM,7.08,-8.20
CHEMBL53796,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,9.6,nM,8.02,-8.50
CHEMBL51853,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.13,nM,9.89,-8.20
CHEMBL133283,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,IC50,10000.0,nM,5.0,-7.90
CHEMBL7914,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,IC50,2500.0,nM,5.6,-10.10
CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,1.1,nM,8.96,-8.00
CHEMBL325589,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,IC50,510.0,nM,6.29,-9.90
CHEMBL99024,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,1040.0,nM,5.98,-8.70
CHEMBL49596,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,IC50,5600.0,nM,5.25,-8.90
CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,4.3,nM,8.37,-7.90
CHEMBL51659,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.91,nM,9.04,-8.40
CHEMBL343722,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1.6,nM,8.8,-8.90
CHEMBL448154,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,IC50,490.0,nM,6.31,-9.30
CHEMBL50470,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,1350.0,nM,5.87,-8.30
CHEMBL104244,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,IC50,210.0,nM,6.68,-9.20
CHEMBL53777,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,0.95,nM,9.02,-8.30
CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,2.4,nM,8.62,-8.00
CHEMBL345077,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,4.6,nM,8.34,-8.10
CHEMBL107472,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,7500.0,nM,5.12,-9.20
CHEMBL139044,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,1.1,nM,8.96,-9.00
CHEMBL139095,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.76,nM,9.12,-8.40
CHEMBL104779,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,IC50,910.0,nM,6.04,-10.00
CHEMBL319620,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,30.0,nM,7.52,-8.30
CHEMBL134371,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.37,nM,9.43,-9.30
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,4.0,nM,8.4,-8.10
CHEMBL299194,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,IC50,8700.0,nM,5.06,-9.00
CHEMBL54067,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,35.0,nM,7.46,-8.30
CHEMBL109296,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,4500.0,nM,5.35,-9.20
CHEMBL52197,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,30.0,nM,7.52,-8.00
CHEMBL7939,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,IC50,700.0,nM,6.16,-10.00
CHEMBL8095,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,IC50,2000.0,nM,5.7,-9.30
CHEMBL345109,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.44,nM,9.36,-8.00
CHEMBL332269,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,4400.0,nM,5.36,-9.30
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,7.6,nM,8.12,-9.20
CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,13.0,nM,7.89,-7.90
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Kd,520.0,nM,6.28,-9.80
CHEMBL14932,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,IC50,98.0,nM,7.01,-9.30
CHEMBL38199,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,IC50,3.7,nM,8.43,-9.00
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,0.025,nM,10.6,-8.20
CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,2.6,nM,8.59,-8.90
CHEMBL37346,Brc1cccc(Nc2ccnc3ccccc23)c1,IC50,5500.0,nM,5.26,-8.20
CHEMBL15202,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,IC50,68.0,nM,7.17,-8.40
CHEMBL36819,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,53.0,nM,7.28,-9.10
CHEMBL40130,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,IC50,3.7,nM,8.43,-8.90
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,IC50,27.0,nM,7.57,-8.00
CHEMBL460731,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,IC50,20.0,nM,7.7,-8.10
CHEMBL37543,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,12.0,nM,7.92,-8.90
CHEMBL39320,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,0.37,nM,9.43,-8.70
CHEMBL289162,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,5.1,nM,8.29,-8.80
CHEMBL37373,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,41.0,nM,7.39,-8.20
CHEMBL39715,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,3.4,nM,8.47,-8.70
CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,0.72,nM,9.14,-9.60
CHEMBL517907,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,IC50,11.0,nM,7.96,-7.60
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,40.0,nM,7.4,-8.90
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,IC50,0.44,nM,9.36,-8.80
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,IC50,0.39,nM,9.41,-8.70
CHEMBL39811,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,7.5,nM,8.12,-8.90
CHEMBL36727,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,0.8,nM,9.1,-8.80
CHEMBL39355,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,IC50,8.8,nM,8.06,-8.90
CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,Ki,79.43,nM,7.1,-7.90
CHEMBL47966,Oc1ccc(/N=N/c2ccc(O)cc2O)cc1,IC50,58000.0,nM,4.24,-7.20
CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,1.6,nM,8.8,-8.20
CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,IC50,4.8,nM,8.32,-9.60
CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,3.5,nM,8.46,-8.80
CHEMBL57323,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,IC50,610.0,nM,6.21,-9.80
CHEMBL76599,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,IC50,5530.0,nM,5.26,-9.30
CHEMBL335648,CO[C@H]1[C@@H]([N+](C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,19.0,nM,7.72,N/A
CHEMBL157084,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,IC50,35.0,nM,7.46,-9.20
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,0.29,nM,9.54,N/A
CHEMBL56236,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,IC50,6680.0,nM,5.17,-10.10
CHEMBL337026,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,IC50,200.0,nM,6.7,N/A
CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,IC50,100.0,nM,7.0,-7.90
CHEMBL57366,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,IC50,450.0,nM,6.35,-9.70
CHEMBL338049,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,IC50,17.0,nM,7.77,N/A
CHEMBL432738,CCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,IC50,1360.0,nM,5.87,-9.30
CHEMBL338155,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,IC50,260.0,nM,6.58,N/A
CHEMBL55993,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,IC50,10700.0,nM,4.97,-8.00
CHEMBL55360,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,IC50,5100.0,nM,5.29,-8.20
CHEMBL56731,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,IC50,700.0,nM,6.16,-7.80
CHEMBL333454,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,IC50,1737.8,nM,5.76,-8.50
CHEMBL122522,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,IC50,6000.0,nM,5.22,-7.50
CHEMBL56219,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,IC50,1100.0,nM,5.96,-8.10
CHEMBL118205,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,IC50,5248.07,nM,5.28,-8.50
