seed,top_n,avg_egfr,avg_her2,avg_qed,avg_sa,internal_diversity,scaffold_count,scaffold_coverage
seed123,48,-9.368749999999999,-10.154166666666667,0.6109333333333333,3.23988125,0.8012753607803635,47,0.9791666666666666
seed123,96,-9.09375,-9.830208333333333,0.6487072916666666,3.2079510416666666,0.8068256067540821,95,0.9895833333333334
seed123,384,-8.282291666666666,-8.830729166666666,0.7499976562499999,3.2160226562500007,0.8209830835281674,337,0.8776041666666666
seed333,48,-9.395833333333334,-10.200000000000001,0.6605479166666667,3.3344895833333332,0.7932053033347776,46,0.9583333333333334
seed333,96,-9.09375,-9.86875,0.6740885416666665,3.353722916666667,0.7977816387847637,90,0.9375
seed333,384,-8.2359375,-8.777083333333332,0.7583567708333333,3.345357291666667,0.8212636471451378,339,0.8828125
seed42,48,-9.085416666666665,-9.839583333333334,0.7188020833333334,3.479327083333333,0.809412255161656,48,1.0
seed42,96,-8.883333333333335,-9.604166666666666,0.7234041666666667,3.5148999999999995,0.8167813924092175,96,1.0
seed42,384,-8.219270833333333,-8.853125,0.7673580729166666,3.48051171875,0.8235428576048988,341,0.8880208333333334
seed999,48,-9.575000000000001,-10.166666666666666,0.5784999999999999,3.3590354166666665,0.7882427701169141,48,1.0
seed999,96,-9.297916666666667,-9.930208333333335,0.6232208333333332,3.2715302083333335,0.793965356556713,95,0.9895833333333334
seed999,384,-8.446093750000001,-8.970572916666667,0.7344736979166667,3.23360859375,0.8191199001544394,350,0.9114583333333334
